"craftsman_id","craftsman_name","craftsman_address","craftsman_birthday","craftsman_email"
955,Merwyn Stannah,"09522 Vidon Lane",1992-08-30,gsparroweqj@yandex.ru
956,Rufe Folli,"720 Dapin Point",2002-01-28,ccheyneyqk@icio.us
957,Emelda Faucherand,"90 Hermina Pass",1998-03-09,fmuskettql@samsung.com
958,Dasya Waters,"1 Claremont Hill",1990-06-25,aswateqm@delicious.com
959,Tracy Hallows,"10 Bartillon Pass",1992-05-30,cfinlryqn@miitbeian.gov.cn
960,Leanora Bagger,"173 Cordelia Parkway",2000-10-15,fghiraldiqo@flickr.com
961,Myriam Knocker,"2 Paget Center",1998-12-17,cdecreuzeqp@sciencedaily.com
962,Nat Richarson,"58 Sloan Hill",2003-04-30,rklehynqq@foxnews.com
963,Reagan Wyne,"24345 Sheridan Junction",2000-08-06,tromainqr@apple.com
964,Timothee Vamplers,"3 Westport Terrace",1992-02-25,ipawelskiqs@virginia.edu
965,Tiffany Haglinton,"0178 Barnett Point",2000-12-29,rbaudinoqt@pcworld.com
966,Glory McDunlevy,"9357 Brickson Park Junction",2002-05-17,tollisqu@wix.com
967,Antonetta Geipel,"973 8th Street",1996-02-29,acuskeryqv@creativecommons.org
968,Deana Sloam,"936 Russell Street",1990-06-18,amowsdellqw@sogou.com
969,Tobe McIlhatton,"08 Shoshone Crossing",1992-02-10,kdomonkosqx@ucoz.com
970,Omero Lorent,"58657 Logan Terrace",2000-05-20,mlanehamqy@paginegialle.it
971,Tani Woolam,"5 Stang Avenue",1997-04-24,mdavidmanqz@npr.org
972,Gifford Cape,"9869 Sachtjen Junction",2002-11-30,mpickwellr0@mysql.com
973,Jinny Berg,"63400 Ronald Regan Lane",1990-10-26,ehedderlyr1@jugem.jp
974,Geri Joint,"08581 Gerald Way",2002-08-02,lhaspineallr2@hp.com
975,Margret Fetterplace,"35942 Stone Corner Road",2004-09-19,mburdounr3@un.org
976,Mala Paige,"45 Parkside Plaza",2003-06-14,jhagwoodr4@meetup.com
977,Kerry Lillow,"90298 Burning Wood Road",1990-06-15,fgreestr5@skyrock.com
978,Ingrid Scamerdine,"233 Thackeray Street",2000-03-22,awoolmingtonr6@latimes.com
979,Othilie Kiley,"8 Independence Lane",1998-12-13,hkitteridger7@nydailynews.com
980,Mackenzie Godart,"02723 Lunder Alley",1990-08-20,wlinneyr8@google.com.hk
981,Lincoln Forrestall,"572 Commercial Plaza",1992-02-16,sbalchenr9@yahoo.co.jp
982,Timothee Jacqueminot,"6703 Iowa Road",1991-07-03,mdynera@spiegel.de
983,Sonya Kieran,"6157 Schlimgen Hill",1998-01-23,jroslerb@unc.edu
984,Hilliary Dulwitch,"64677 Amoth Place",1992-08-29,rrearc@t.co
985,Ilse Salasar,"0980 Mayer Avenue",1999-06-21,jrobertssonrd@mozilla.org
986,Meggy Kardos-Stowe,"247 Bowman Road",2004-03-15,aorodanere@networksolutions.com
987,Simone MacRory,"47 Charing Cross Lane",1990-05-10,jreynaldsrf@dion.ne.jp
988,Alexio Brookwood,"0 Esch Hill",1991-05-08,cstorckerg@dagondesign.com
989,Deidre Crayden,"4 Elka Street",1999-07-18,rjosselrh@mediafire.com
990,Coraline Paramor,"4337 Meadow Valley Place",2002-10-04,lfaveryearri@so-net.ne.jp
991,Madelene Dibbe,"8140 Briar Crest Alley",1996-06-18,gjeannotrj@free.fr
992,Brendon Gearty,"28483 Mallory Terrace",1999-01-11,bblissrk@ft.com
993,Mayer Bosden,"6 Banding Park",1997-05-29,tjosskovitzrl@dmoz.org
994,Mohandas Larmett,"69706 John Wall Way",1993-04-25,fwakerleyrm@psu.edu
995,Daffy Jurries,"84022 Clyde Gallagher Center",2000-08-31,gstrn@fema.gov
996,Dan Castille,"19 Sachtjen Junction",1990-12-28,mwrothro@prnewswire.com
997,Sloane McClarence,"228 Kipling Crossing",1993-09-15,btythertonrp@surveymonkey.com
998,Weylin De Courtney,"0 Cardinal Park",1990-04-30,lgobatrq@state.tx.us
999,Selle Pirot,"072 Dakota Avenue",1998-01-29,hmeenehanrr@tinyurl.com
